"time","pdcsap_flux"
1517.72790720795,NA
1517.72929610185,NA
1517.73068499551,NA
1517.73207388917,NA
1517.73346278283,NA
1517.73485167649,NA
1517.73624057038,NA
1517.73762946404,NA
1517.7390183577,NA
1517.74040725137,NA
1517.74179614526,NA
1517.74318503892,NA
1517.74457393258,NA
1517.74596282648,NA
1517.74735172014,NA
1517.7487406138,NA
1517.75012950769,NA
1517.75151840135,NA
1517.75290729501,NA
1517.75429618891,NA
1517.75568508257,NA
1517.75707397646,NA
1517.75846287012,NA
1517.75985176378,NA
1517.76124065768,NA
1517.76262955134,NA
1517.76401844523,NA
1517.76540733889,NA
1517.76679623279,NA
1517.76818512645,NA
1517.76957402011,NA
1517.770962914,NA
1517.77235180767,NA
1517.77374070156,NA
1517.77512959522,NA
1517.77651848911,NA
1517.77790738278,NA
1517.77929627667,NA
1517.78068517033,NA
1517.78207406423,NA
1517.78346295789,NA
1517.78485185178,NA
1517.78624074567,NA
1517.78762963934,NA
1517.78901853323,NA
1517.79040742689,NA
1517.79179632078,NA
1517.79318521444,NA
1517.79457410834,NA
1517.79596300223,NA
1517.79735189589,NA
1517.79874078979,NA
1517.80012968345,NA
1517.80151857734,NA
1517.80290747124,NA
1517.8042963649,NA
1517.80568525879,NA
1517.80707415269,NA
1517.80846304635,NA
1517.80985194024,NA
1517.81124083413,NA
1517.81262972779,NA
1517.81401862169,NA
1517.81540751558,NA
1517.81679640924,NA
1517.81818530314,NA
1517.81957419703,NA
1517.82096309093,NA
1517.82235198459,NA
1517.82374087848,NA
1517.82512977237,NA
1517.82651866604,NA
1517.82790755993,NA
1517.82929645382,NA
1517.83068534772,NA
1517.83207424138,NA
1517.83346313527,NA
1517.83485202917,NA
1517.83624092306,NA
1517.83762981672,NA
1517.83901871061,NA
1517.84040760451,NA
1517.8417964984,NA
1517.8431853923,NA
1517.84457428596,NA
1517.84596317985,NA
1517.84735207374,2482.1746
1517.84874096764,2499.9043
1517.8501298613,2498.179
1517.85151875519,2490.4194
1517.85290764909,2495.0884
1517.85429654298,2486.6118
1517.85568543688,2495.7788
1517.85707433077,2493.0095
1517.85846322443,2505.0571
1517.85985211832,2493.512
1517.86124101222,2495.7156
1517.86262990611,2503.9771
1517.86401880001,2491.3264
1517.8654076939,2484.0027
1517.86679658756,2482.8352
1517.86818548146,2483.4817
1517.86957437535,2491.0046
1517.87096326924,2498.3794
1517.87235216314,2491.1807
1517.87374105703,2505.4087
1517.87512995092,2517.4766
1517.87651884459,2495.4949
1517.87790773848,2502.6743
1517.87929663237,2492.4773
1517.88068552627,2501.3633
1517.88207442016,2484.7288
1517.88346331406,2488.0061
1517.88485220795,2509.6724
1517.88624110184,2499.6548
1517.8876299955,2500.0005
1517.8890188894,2520.4412
1517.89040778329,2500.9487
1517.89179667719,2502.8105
1517.89318557108,2482.7104
1517.89457446497,2488.3914
1517.89596335887,2512.2756
1517.89735225276,2519.375
1517.89874114666,2526.6965
1517.90013004032,2512.9531
1517.90151893421,2501.085
1517.9029078281,2510.0513
1517.904296722,2513.7048
1517.90568561589,2500.7549
1517.90707450979,2520.4783
1517.90846340368,2529.4241
1517.90985229757,2511.4548
1517.91124119147,2503.1418
1517.91263008536,2523.2776
1517.91401897925,2516.4958
1517.91540787315,2514.4983
1517.91679676681,2527.3604
1517.9181856607,2519.5879
1517.9195745546,2517.5593
1517.92096344849,2508.6062
1517.92235234239,2522.0303
1517.92374123628,2512.6602
1517.92513013017,2529.033
1517.92651902407,2510.3564
1517.92790791796,2526.4062
1517.92929681185,2533.1819
1517.93068570575,2522.4692
1517.93207459964,2503.4373
1517.93346349354,2493.1382
1517.93485238743,2516.3193
1517.93624128109,2509.7859
1517.93763017499,2531.4736
1517.93901906888,2515.3335
1517.94040796277,2504.8523
1517.94179685667,2509.2087
1517.94457464446,2503.8289
1517.94596353835,2513.5481
1517.94735243224,2491.4873
1517.94874132614,2505.2625
1517.95013022003,2525.1733
1517.95151911392,2514.168
1517.95290800782,2496.7173
1517.95429690171,2494.6353
1517.95568579561,2491.2039
1517.9570746895,2499.7734
1517.95846358316,2504.5129
1517.95985247705,2507.28
1517.96124137095,2510.4983
1517.96263026484,2511.0049
1517.96401915874,2496.5752
1517.96540805263,2494.563
1517.96679694652,2495.2793
1517.96818584042,2485.9871
1517.96957473431,2513.0076
1517.97096362821,2499.2778
1517.9723525221,2500.895
1517.97374141599,2485.9568
1517.97513030989,2477.7437
1517.97651920378,2497.7385
1517.97790809768,2483.7803
1517.97929699134,2510.1143
1517.98068588523,2499.4543
1517.98207477912,2487.2339
1517.98346367302,2494.1011
1517.98485256691,2476.2373
1517.98624146081,2499.4028
1517.9876303547,2488.6538
1517.98901924859,2495.3147
1517.99040814249,2481.7119
1517.99179703638,2485.8325
1517.99318593028,2494.5542
1517.99457482417,2474.188
1517.99596371806,2491.2114
1517.99735261172,2506.0188
1517.99874150562,2490.2307
1518.00013039951,2480.5359
1518.00151929341,2503.7427
1518.0029081873,2487.5652
1518.00429708119,2490.2598
1518.00568597509,2503.2334
1518.00707486898,2489.1392
1518.00846376288,2507.5007
1518.00985265677,2466.6174
1518.01124155043,2477.2051
1518.01263044432,2472.9248
1518.01540823211,2486.1462
1518.01679712601,2504.0017
1518.0181860199,2488.5845
1518.01957491379,2473.7839
1518.02096380769,2486.8677
1518.02235270158,2491.3826
1518.02374159524,2495.3267
1518.02513048914,2476.1238
1518.02651938303,2486.6877
1518.02790827692,2481.8015
1518.02929717082,2491.7168
1518.03068606471,2484.3733
1518.03207495861,2502.5654
1518.0334638525,2488.3799
1518.03485274616,2480.1011
1518.03624164005,2486.5891
1518.03763053395,2480.4263
1518.03901942784,2486.7769
1518.04040832174,2490.3469
1518.04179721563,2489.7922
1518.04318610929,2494.7131
1518.04457500318,2487.6638
1518.04596389708,2483.1731
1518.04735279097,2470.5801
1518.04874168487,2489.4614
1518.05013057876,2472.3882
1518.05151947242,2484.3042
1518.05290836632,2483.2939
1518.05429726021,2485.2188
1518.0556861541,2473.5852
1518.057075048,2506.0271
1518.05846394189,2478.0352
1518.05985283555,2492.1414
1518.06124172945,2479.5881
1518.06263062334,2491.0483
1518.06401951723,2479.6882
1518.06540841113,2496.1829
1518.06818619868,2498.0437
1518.06957509258,2477.0962
1518.07096398647,2470.9985
1518.07374177403,2491.9158
1518.07513066792,2477.1946
1518.07651956181,2479.6082
1518.07790845571,2449.8796
1518.07929734937,2480.283
1518.08068624326,2483.9016
1518.08207513716,2498.3162
1518.08346403105,2505.1931
1518.08485292471,2478.792
1518.0862418186,2467.3579
1518.08901960639,2484.3972
1518.09040850005,2483.449
1518.09179739395,2473.8511
1518.09318628784,2493.583
1518.09457518174,2500.4175
1518.0959640754,2480.8647
1518.09735296929,2478.1172
1518.09874186318,2491.0557
1518.10013075685,2495.1284
1518.10429743829,2503.3171
1518.10568633219,2505.416
1518.10707522608,2498.9668
1518.10846411998,2485.384
1518.10985301364,2498.9568
1518.11124190753,2518.2695
1518.11263080143,2508.1455
1518.11401969509,2486.488
1518.11540858898,2492.9141
1518.11679748287,2492.7688
1518.11818637654,2504.3359
1518.11957527043,2496.8345
1518.12096416432,2499.8579
1518.12235305798,2498.2043
1518.12374195188,2496.1062
1518.12513084554,2507.4512
1518.12651973943,2503.7534
1518.12790863333,2503.99
1518.12929752699,2507.3372
1518.13068642088,2512.5989
1518.13207531478,2505.3047
1518.13346420844,2513.4219
1518.13485310233,2514.8496
1518.13624199599,2516.603
1518.13763088989,2509.0957
1518.13901978355,2520.8975
1518.14040867744,2506.592
1518.14179757133,2502.7134
1518.14318646499,2511.0227
1518.14457535889,2503.0623
1518.14596425255,2508.3035
1518.14735314644,2502.8938
1518.1487420401,2498.5095
1518.150130934,2496.0315
1518.15151982789,2512.783
1518.15290872155,2509.1392
1518.157075403,2524.0493
1518.15846429666,2513.4097
1518.15985319056,2496.2275
1518.16124208422,2497.2769
1518.16263097811,2503.0979
1518.16401987177,2502.6426
1518.16540876567,2500.4036
1518.16679765933,2504.3469
1518.16818655322,2507.2212
1518.16957544688,2495.2615
1518.17096434078,2490.6133
1518.17235323444,2494.3455
1518.1737421281,2509.9258
1518.17513102199,2509.5269
1518.17651991565,2490.116
1518.17790880955,2491.1648
1518.17929770321,2494.76
1518.1806865971,2496.8481
1518.18207549076,2507.7595
1518.18346438466,2506.9478
1518.18485327832,2502.842
1518.18624217198,2478.8047
1518.18763106587,2487.4761
1518.18901995954,2502.7832
1518.19179774709,2485.762
1518.19318664075,2463.1189
1518.19457553465,2494.6687
1518.19596442831,2467.3081
1518.19735332197,2483.0408
1518.19874221586,2474.5747
1518.20013110952,2488.2383
1518.20152000318,2487.376
1518.20290889708,2467.1162
1518.20429779074,2486.9456
1518.2056866844,2505.408
1518.20707557829,2480.0115
1518.20846447195,2474.9651
1518.20985336562,2488.2058
1518.21124225951,2477.6086
1518.21263115317,2474.8801
1518.21402004683,2486.7437
1518.21540894073,2497.4404
1518.21679783439,2486.366
1518.21818672805,2491.2864
1518.21957562171,2498.522
1518.2209645156,2490.5806
1518.22235340926,2492.5454
1518.22374230292,2489.2944
1518.22513119658,2500.7539
1518.22652009048,2494.2537
1518.22790898414,2520.321
1518.2292978778,2497.3853
1518.23068677146,2486.4602
1518.23207566512,2497.5061
1518.23485345268,2482.6855
1518.23624234634,2496.3315
1518.23763124,2477.8562
1518.23902013366,2487.9377
1518.24040902756,2484.2913
1518.24179792122,2488.2207
1518.24318681488,2472.9094
1518.24457570854,2488.6777
1518.2459646022,2493.8284
1518.24735349586,2476.3176
1518.24874238975,2479.5881
1518.25013128342,2473.7407
1518.25152017708,2486.4116
1518.25290907074,2481.0801
1518.2542979644,2498.2061
1518.25568685806,2495.9536
1518.25707575172,2493.1704
1518.25846464538,2495.3853
1518.25985353904,2463.1995
1518.2612424327,2499.0942
1518.26263132637,2477.4333
1518.26402022026,2492.8872
1518.26540911392,2464.5396
1518.26679800758,2471.2627
1518.2695757949,2474.8962
1518.27235358223,2489.1287
1518.27374247589,2500.0864
1518.27513136955,2486.6816
1518.27652026321,2559.0833
1518.27790915687,2521.2256
1518.27929805053,2488.4783
1518.28068694419,2495.8418
1518.28207583785,2471.417
1518.28346473151,2474.3933
1518.28485362517,2486.2261
1518.28624251884,2479.5271
1518.28763141226,2493.49
1518.28902030593,2497
1518.29040919959,2507.2349
1518.29179809325,2475.0374
1518.29318698691,2490.9824
1518.29457588057,2486.7749
1518.29596477423,2488.0312
1518.29735366789,2475.2297
1518.29874256155,2482.1643
1518.30152034864,2481.51
1518.3029092423,2473.2212
1518.30707592329,2471.0706
1518.30846481695,2492.8997
1518.30985371061,2489.3003
1518.31124260404,2498.8357
1518.31402039136,2507.8169
1518.31540928502,2506.7842
1518.31679817868,2481.1589
1518.31818707211,2497.1948
1518.31957596577,2495.7729
1518.32096485943,2489.0457
1518.32235375309,2488.4341
1518.32513154018,2512.7239
1518.32652043384,2478.0942
1518.3279093275,2493.7227
1518.32929822093,2501.9211
1518.33068711459,2490.624
1518.33207600825,2481.6084
1518.33346490168,2496.4536
1518.33485379534,2508.4324
1518.336242689,2502.7209
1518.33763158243,2520.8301
1518.33902047609,2502.5693
1518.34040936975,2506.4399
1518.34179826318,2520.6167
1518.34318715684,2501.7817
1518.3445760505,2520.7615
1518.34596494393,2501.3872
1518.34735383759,2498.2249
1518.34874273126,2508.5059
1518.35013162468,2503.7009
1518.35152051835,2500.8218
1518.35290941177,2483.9548
1518.35429830543,2492.2986
1518.35568719909,2512.8247
1518.35707609252,2508.5933
1518.35846498618,2507.3394
1518.35985387961,2513.7346
1518.36124277327,2506.8452
1518.3626316667,2495.9797
1518.36402056036,2509.1709
1518.36679834745,2492.4321
1518.36818724088,2493.2917
1518.36957613454,2511.603
1518.37096502797,2504.7632
1518.37235392163,2501.7842
1518.37374281506,2522.4421
1518.37513170872,2487.521
1518.37652060215,2491.7271
1518.37790949581,2510.4485
1518.37929838924,2495.2661
1518.38068728267,2513.4297
1518.38207617633,2486.9236
1518.38346506975,2481.6086
1518.38485396342,2499.2109
1518.38624285684,2497.842
1518.3876317505,2499.6423
1518.38902064393,2488.1375
1518.39040953736,2497.8694
1518.39179843102,2487.6733
1518.39318732445,2490.761
1518.39457621788,2496.9597
1518.39596511154,2505.2959
1518.39735400497,2483.282
1518.3987428984,2483.511
1518.40013179206,2491.9336
1518.40152068549,2495.3403
1518.40290957891,2484.9268
1518.40429847258,2467.5061
1518.40707625943,2475.0591
1518.40846515286,2493.3088
1518.40985404652,2492.2998
1518.41263183338,2485.8088
1518.41540962023,2493.3306
1518.41818740732,2478.8003
1518.41957630075,2482.9932
1518.42096519418,2478.905
1518.42235408761,2467.5623
1518.42374298127,2474.0325
1518.4251318747,2467.7866
1518.42652076813,2501.4707
1518.43068744841,2486.8748
1518.43207634184,2489.5786
1518.4334652355,2499.5964
1518.43485412893,2496.4419
1518.43624302236,2488.3315
1518.43763191578,2472.6421
1518.44040970264,2477.3337
1518.4431874895,2495.6304
1518.44457638293,2480.9431
1518.44596527635,2477.3733
1518.44735416978,2465.9998
1518.44874306321,2479.2236
1518.45013195664,2495.1392
1518.45152085007,2473.4749
1518.45290974349,2493.9014
1518.45429863692,2479.7356
1518.45568753035,2479.5972
1518.45707642378,2490.052
1518.45846531721,2488.0388
1518.46540978435,2525.0803
1518.46679867778,2499.2
1518.4695764644,2495.106
1518.47096535783,2494.4521
1518.47235425126,2502.3076
1518.47374314469,2468.2793
1518.47513203811,2494.7068
1518.47652093154,2492.3259
1518.47790982474,2492.5034
1518.47929871816,2500.2085
1518.48068761159,2502.8389
1518.48207650502,2485.6897
1518.48346539845,2482.4065
1518.48485429164,2500.1252
1518.48624318507,2496.366
1518.4876320785,2496.9543
1518.48902097193,2478.2798
1518.49040986513,2496.4172
1518.49179875855,2483.104
1518.49318765198,2495.2634
1518.49457654541,2492.8042
1518.49596543861,2483.8235
1518.49735433203,2477.6716
1518.49874322546,2492.8271
1518.50013211866,2490.0652
1518.50152101209,2482.2842
1518.50290990551,2476.6191
1518.50429879871,2479.0532
1518.50568769214,2481.3308
1518.50707658557,2470.7764
1518.50846547876,2485.3538
1518.50985437219,2481.5955
1518.51124326539,2473.3486
1518.51263215881,2484.0229
1518.51402105224,2495.7327
1518.51540994544,2478.0735
1518.51679883886,2488.7422
1518.51818773206,2493.2136
1518.51957662549,2478.9104
1518.52096551868,2483.002
1518.52235441211,2489.7356
1518.52374330554,2482.3613
1518.52513219874,2498.3467
1518.52652109216,2493.6008
1518.52790998536,2489.2192
1518.52929887879,2497.5142
1518.53068777198,2496.844
1518.53207666518,2480.4978
1518.53346555861,2484.0439
1518.5348544518,2494.6545
1518.53624334523,2491.646
1518.53763223842,2503.2791
1518.53902113185,2493.6775
1518.54041002505,2498.4597
1518.54179891824,2480.8955
1518.54318781167,2506.6531
1518.54457670487,2500.2158
1518.5459655983,2505.4409
1518.54735449149,2506.645
1518.54874338469,2499.884
1518.55013227812,2513.1997
1518.55152117131,2513.2188
1518.55291006451,2491.1638
1518.55429895794,2507.1377
1518.55568785113,2498.8667
1518.55707674432,2507.7588
1518.55846563775,2518.394
1518.55985453095,2507.9221
1518.56124342414,2510.2471
1518.56263231734,2503.8821
1518.56402121077,2518.0479
1518.56541010396,2501.9539
1518.56679899716,2513.5393
1518.56818789035,2503.9045
1518.56957678355,2502.2966
1518.57096567698,2512.073
1518.57235457017,2495.4819
1518.57374346337,2499.2056
1518.57513235656,2508.8652
1518.57652124976,2513.2327
1518.57791014295,2525.9219
1518.57929903638,2503.9246
1518.58068792958,2491.4805
1518.58207682277,2495.762
1518.58624350236,2510.4226
1518.58763239556,2500.804
1518.58902128875,2512.0581
1518.59041018195,2476.9353
1518.59179907514,2490.7798
1518.59318796834,2501.1567
1518.59457686177,2479.9622
1518.59596575496,2514.824
1518.59735464816,2512.5305
1518.59874354135,2501.0991
1518.60152132774,2503.9348
1518.60291022094,2495.343
1518.6042991139,2483.3252
1518.6056880071,2493.5964
1518.60707690029,2482.9209
1518.60846579349,2498.1287
1518.60985468668,2478.9587
1518.61263247307,2478.6973
1518.61402136627,2489.0754
1518.61541025946,2479.7544
1518.61679915266,2482.7241
1518.61818804585,2485.093
1518.61957693882,2487.8911
1518.62096583201,2485.4158
1518.62235472521,2483.9167
1518.6237436184,2470.3667
1518.6251325116,2475.2771
1518.62652140479,2484.9714
1518.62791029776,2483.353
1518.62929919095,2475.7056
1518.63068808415,2469.6729
1518.63207697734,2479.5674
1518.6334658703,2486.0857
1518.6348547635,2484.844
1518.6362436567,2494.8147
1518.63763254989,2494.0276
1518.63902144285,2491.3223
1518.64041033605,2472.9143
1518.64179922924,2478.3276
1518.64318812221,2488.8213
1518.6445770154,2501.3152
1518.6459659086,2501.1228
1518.64735480156,2474.8599
1518.64874369476,2483.4788
1518.65013258795,2469.3608
1518.65152148091,2484.1311
1518.65291037411,2484.6821
1518.65568816027,2495.7563
1518.65846594642,2477.491
1518.65985483962,2484.0315
1518.66124373258,2482.6194
1518.66263262578,2485.0669
1518.66402151874,2486.0964
1518.66541041194,2486.9612
1518.66679930513,2480.9619
1518.66957709129,2475.6436
1518.67096598425,2492.3613
1518.67235487721,2494.2048
1518.67374377041,2483.0583
1518.67513266337,2470.0833
1518.67652155657,2486.7205
1518.67791044953,2473.4417
1518.67929934273,2476.0085
1518.68068823569,2487.4402
1518.68207712865,2467.6787
1518.68763270097,2491.6743
1518.68902159393,2478.6228
1518.69041048713,2484.7615
1518.69179938009,2483.2891
1518.69318827305,2481.0579
1518.69457716625,2485.698
1518.69596605921,2495.28
1518.69735495217,2487.4414
1518.69874384513,2475.5786
1518.70013273833,2493.2681
1518.70152163129,2480.0767
1518.70291052425,2481.7437
1518.70429941722,2470.0466
1518.70568831041,2470.1084
1518.70707720337,2481.946
1518.70846609634,2492.0764
1518.7098549893,2484.0896
1518.71402166842,2471.2417
1518.71541056138,2474.4402
1518.71679945434,2478.7847
1518.71818834731,2495.4834
1518.71957724027,2486.6033
1518.72513281235,2495.6868
1518.72652170532,2484.8655
1518.72791059828,2485.5789
1518.72929949124,2467.3533
1518.7306883842,2480.7844
1518.73207727717,2489.1726
1518.73346617013,2472.5007
1518.73485506309,2485.1409
1518.73624395605,2485.6721
1518.73763284902,2490.3164
1518.73902174198,2508.2979
1518.74041063494,2493.0327
1518.7417995279,2488.7019
1518.74318842087,2504.7781
1518.74457731383,2489.3418
1518.74596620679,2501.8425
1518.74735509976,2482.9763
1518.74874399248,2512.8918
1518.75013288545,2504.3386
1518.75152177841,2496.3291
1518.75291067137,2481.3555
1518.75429956433,2515.7249
1518.7556884573,2506.1726
1518.75707735026,2483.3062
1518.75846624299,2506.2783
1518.75985513595,2496.1301
1518.76124402891,2494.011
1518.76263292188,2490.3052
1518.76402181484,2502.4001
1518.76541070757,2506.1108
1518.76679960053,2502.803
1518.76818849349,2503.9714
1518.76957738646,2523.6589
1518.77096627919,2511.0596
1518.77235517215,2511.6587
1518.77374406511,2503.3564
1518.77513295784,2494.3374
1518.7765218508,2510.854
1518.77791074377,2520.2971
1518.77929963673,2498.7112
1518.78068852946,2491.8145
1518.78207742242,2509.6079
1518.78346631515,2507.071
1518.78485520811,2510.9492
1518.78624410108,2506.7273
1518.78763299381,2502.2241
1518.78902188677,2504.4043
1518.7904107795,2500.4558
1518.79179967246,2485.541
1518.79318856542,2508.6282
1518.79457745815,2509.6274
1518.79596635112,2514.9421
1518.79874413681,2491.6692
1518.80013302954,2490.0825
1518.8015219225,2494.9663
1518.80291081523,2498.5686
1518.80429970819,2506.9563
1518.80568860092,2488.9778
1518.80707749389,2500.3838
1518.80846638661,2483.2439
1518.80985527934,2485.8982
1518.81124417231,2484.0967
1518.81263306504,2492.7771
1518.814021958,2478.3789
1518.81541085073,2496.9941
1518.81679974346,2514.1616
1518.81818863642,2492.5896
1518.81957752915,2492.5706
1518.82096642188,2489.9939
1518.82235531484,2493.5701
1518.82374420757,2506.5295
1518.8251331003,2480.3464
1518.82652199327,2504.3071
1518.827910886,2485.998
1518.82929977873,2515.6196
1518.83068867169,2482.2424
1518.83207756442,2497.6948
1518.83346645715,2474.4106
1518.83485534988,2483.7979
1518.83624424284,2488.707
1518.83763313557,2471.7168
1518.8390220283,2489.1111
1518.84041092103,2499.4709
1518.84179981376,2496.3838
1518.84318870649,2483.3086
1518.84457759945,2496.6663
1518.84596649218,2488.2773
1518.84735538491,2500.1785
1518.84874427764,2481.9783
1518.85013317037,2512.8142
1518.8515220631,2476.7703
1518.85291095583,2488.6489
1518.85429984856,2492.7754
1518.85568874129,2472.5342
1518.85707763425,2486.436
1518.85846652698,2490.2288
1518.85985541971,2475.5254
1518.86124431244,2490.6792
1518.86263320517,2505.2893
1518.8640220979,2481.1052
1518.86541099063,2478.9487
1518.86679988336,2473.6365
1518.86818877609,2474.9971
1518.86957766882,2478.9377
1518.87096656155,2507.5696
1518.87235545405,2504.7844
1518.87374434678,2475.5022
1518.8751332395,2504.1106
1518.87652213223,2490.7322
1518.87791102497,2480.2302
1518.87929991769,2482.8337
1518.88068881042,2474.855
1518.88207770315,2489.761
1518.88346659588,2488.4956
1518.88485548838,2487.9517
1518.88624438111,2493.3525
1518.88763327384,2493.728
1518.88902216657,2482.644
1518.8904110593,2481.3418
1518.8917999518,2492.5942
1518.89318884453,2498.7964
1518.89457773725,2476.5601
1518.89596662999,2488.0295
1518.89735552248,2483.9822
1518.89874441521,2459.8865
1518.90013330794,2488.7219
1518.90152220067,2477.8655
1518.90291109317,2482.7698
1518.9042999859,2487.1282
1518.90568887863,2485.7446
1518.90707777112,2475.8977
1518.90846666385,2482.0703
1518.90985555658,2484.5405
1518.91263334181,2479.9421
1518.91402223431,2485.8689
1518.91541112704,2488.876
1518.91680001977,2503.4204
1518.91818891226,2473.7979
1518.91957780499,2492.5759
1518.92096669749,2489.6646
1518.92235559022,2486.8562
1518.92374448272,2498.0085
1518.92513337545,2480.5208
1518.92652226794,2491.552
1518.92791116067,2496.9392
1518.92930005317,2487.9019
1518.9306889459,2490.7678
1518.9320778384,2484.9404
1518.93346673113,2462.241
1518.93485562362,2478.1814
1518.93624451635,2490.2065
1518.93763340885,2486.8159
1518.93902230135,2468.9626
1518.94041119408,2486.9351
