"time","pdcsap_flux","pdcsap_flux_arma"
1454.23411616925,1538.3812,1538.3812
1454.23550505408,1556.0249,1556.0249
1454.23689393889,1555.3073,1555.3073
1454.2382828237,1558.3002,1558.3002
1454.2396717085,1547.3329,1547.3329
1454.24106059334,1555.1631,1555.1631
1454.24244947815,1545.1425,1545.1425
1454.24383836295,1563.5094,1563.5094
1454.24522724779,1555.3053,1555.3053
1454.2466161326,1569.4846,1569.4846
1454.2480050174,1561.459,1561.459
1454.24939390224,1562.9978,1562.9978
1454.25078278704,1550.9515,1550.9515
1454.25217167185,1565.7654,1565.7654
1454.25356055669,1556.7335,1556.7335
1454.25494944149,1550.7474,1550.7474
1454.2563383263,1560.7063,1560.7063
1454.25772721114,1554.0081,1554.0081
1454.25911609594,1567.1644,1567.1644
1454.26050498078,1574.2383,1574.2383
1454.26189386558,1581.0925,1581.0925
1454.26328275039,1562.4161,1562.4161
1454.26467163523,1566.9075,1566.9075
1454.26606052003,1565.6121,1565.6121
1454.26744940487,1557.9043,1557.9043
1454.26883828968,1573.115,1573.115
1454.27022717451,1559.4177,1559.4177
1454.27161605932,1559.6812,1559.6812
1454.27300494415,1570.2723,1570.2723
1454.27439382896,1559.1428,1559.1428
1454.2757827138,1548.1075,1548.1075
1454.2771715986,1550.738,1550.738
1454.27856048344,1573.3033,1573.3033
1454.27994936824,1557.2322,1557.2322
