"time","pdcsap_flux","pdcsap_flux_arma"
1517.35012831049,NA,2490.2598
1517.35290609432,NA,2503.2334
1517.35429498612,NA,2489.1392
1517.35707276971,NA,2507.5007
1517.35846166175,NA,2466.6174
1517.35985055354,NA,2477.2051
1517.36123944558,NA,2472.9248
1517.36262833737,NA,2486.1462
1517.3654061212,NA,2504.0017
1517.36679501324,NA,2488.5845
1517.37373947316,NA,2473.7839
1517.37512836519,NA,2486.8677
1517.37651725722,NA,2491.3826
1517.37790614949,NA,2495.3267
1517.38623950191,NA,2476.1238
1517.3890172862,NA,2486.6877
1517.39179507073,NA,2481.8015
1517.39596174729,NA,2491.7168
1517.40151731611,NA,2484.3733
1517.40429510087,NA,2502.5654
1517.40568399314,NA,2488.3799
1517.4070728854,NA,2480.1011
1517.40846177766,NA,2486.5891
1517.40985066993,NA,2480.4263
1517.41123956243,NA,2486.7769
1517.41262845469,NA,2490.3469
1517.41401734719,NA,2489.7922
1517.41540623945,NA,2494.7131
1517.41679513171,NA,2487.6638
1517.41818402421,NA,2483.1731
1517.41957291671,NA,2470.5801
1517.42096180897,NA,2489.4614
1517.42235070147,NA,2472.3882
1517.42373959397,NA,2484.3042
1517.42512848623,NA,2483.2939
1517.42651737873,NA,2485.2188
1517.42790627122,NA,2473.5852
1517.42929516372,NA,2506.0271
1517.43068405622,NA,2482.1746
1517.43207294872,NA,2499.9043
1517.43346184121,NA,2498.179
1517.43485073371,NA,2490.4194
1517.43623962621,NA,2495.0884
1517.4376285187,NA,2486.6118
1517.43901741143,NA,2495.7788
1517.44040630393,NA,2493.0095
1517.44179519643,NA,2505.0571
1517.44318408916,NA,2493.512
1517.44457298165,NA,2495.7156
1517.44596187415,NA,2503.9771
1517.44735076688,NA,2491.3264
1517.44873965938,NA,2484.0027
1517.45012855211,NA,2482.8352
1517.4515174446,NA,2483.4817
1517.45290633733,NA,2491.0046
1517.45429523006,NA,2498.3794
1517.45568412256,NA,2491.1807
1517.45707301529,NA,2505.4087
1517.45846190802,NA,2517.4766
1517.45985080075,NA,2495.4949
1517.46123969348,NA,2502.6743
1517.46262858598,NA,2492.4773
1517.46401747871,NA,2501.3633
1517.46540637143,NA,2484.7288
1517.46679526416,NA,2488.0061
1517.4681841569,NA,2509.6724
1517.46957304962,NA,2499.6548
1517.47096194259,NA,2500.0005
1517.47235083532,NA,2520.4412
1517.47373972805,NA,2500.9487
1517.47512862078,NA,2502.8105
1517.47651751351,NA,2482.7104
1517.47790640647,NA,2488.3914
1517.4792952992,NA,2512.2756
1517.48068419193,NA,2519.375
1517.48207308489,NA,2526.6965
1517.48346197762,NA,2512.9531
1517.48485087058,NA,2501.085
1517.48623976331,NA,2510.0513
1517.48762865628,NA,2513.7048
1517.48901754901,NA,2500.7549
1517.49040644197,NA,2520.4783
1517.49179533493,NA,2529.4241
1517.49318422766,NA,2511.4548
1517.49457312062,NA,2503.1418
1517.49596201359,NA,2523.2776
1517.49735090655,NA,2516.4958
1517.49873979928,NA,2514.4983
1517.50012869224,NA,2527.3604
1517.5015175852,NA,2519.5879
1517.50290647817,NA,2517.5593
1517.50429537113,NA,2508.6062
1517.50568426409,NA,2522.0303
1517.50707315705,NA,2512.6602
1517.50846205002,NA,2529.033
1517.50985094298,NA,2510.3564
1517.51123983594,NA,2526.4062
1517.5126287289,NA,2533.1819
1517.5140176221,NA,2522.4692
1517.51540651506,NA,2503.4373
1517.51679540802,NA,2493.1382
1517.51818430099,NA,2516.3193
1517.51957319418,NA,2509.7859
1517.52096208714,NA,2531.4736
1517.52235098011,NA,2515.3335
1517.5237398733,NA,2504.8523
1517.52512876626,NA,2509.2087
1517.52651765923,NA,2503.8289
1517.52790655242,NA,2513.5481
1517.52929544539,NA,2491.4873
1517.53068433858,NA,2505.2625
1517.53207323178,NA,2525.1733
1517.53346212474,NA,2514.168
1517.53485101793,NA,2496.7173
1517.5362399109,NA,2494.6353
1517.53762880409,NA,2491.2039
1517.53901769729,NA,2499.7734
1517.54040659025,NA,2504.5129
1517.54179548345,NA,2507.28
1517.54318437664,NA,2510.4983
1517.54457326984,NA,2511.0049
1517.54596216303,NA,2496.5752
1517.54735105599,NA,2494.563
1517.54873994919,NA,2495.2793
1517.55012884238,NA,2485.9871
1517.55151773558,NA,2513.0076
1517.55290662878,NA,2499.2778
1517.55429552197,NA,2500.895
1517.55568441517,NA,2485.9568
1517.55707330836,NA,2477.7437
1517.55846220156,NA,2497.7385
1517.55985109475,NA,2483.7803
1517.56123998818,NA,2510.1143
1517.56262888138,NA,2499.4543
1517.56401777457,NA,2487.2339
1517.56540666777,NA,2494.1011
1517.56679556096,NA,2476.2373
1517.56818445416,NA,2499.4028
1517.56957334759,NA,2488.6538
1517.57096224078,NA,2495.3147
1517.57235113398,NA,2481.7119
1517.57374002741,NA,2485.8325
1517.5751289206,NA,2494.5542
1517.5765178138,NA,2474.188
1517.57790670722,NA,2491.2114
1517.57929560042,NA,2506.0188
1517.58068449385,NA,2490.2307
1517.58207338704,NA,2480.5359
1517.58346228047,NA,2503.7427
1517.58485117367,NA,2487.5652
1517.5862400671,NA,2490.2598
1517.58762896029,NA,2503.2334
1517.58901785372,NA,2489.1392
1517.59040674715,NA,2507.5007
1517.59179564034,NA,2466.6174
1517.59318453377,NA,2477.2051
1517.5945734272,NA,2472.9248
1517.59596232039,NA,2486.1462
1517.59735121382,NA,2504.0017
1517.59874010725,NA,2488.5845
1517.60012900068,NA,2473.7839
1517.60151789387,NA,2486.8677
1517.6029067873,NA,2491.3826
1517.60429568073,NA,2495.3267
1517.60568457416,NA,2476.1238
1517.60707346759,NA,2486.6877
1517.60846236101,NA,2481.8015
1517.60985125421,NA,2491.7168
1517.61124014764,NA,2484.3733
1517.61262904107,NA,2502.5654
1517.6140179345,NA,2488.3799
1517.61540682792,NA,2480.1011
1517.61679572135,NA,2486.5891
1517.61818461478,NA,2480.4263
1517.61957350821,NA,2486.7769
1517.62096240164,NA,2490.3469
1517.6223512953,NA,2489.7922
1517.62374018873,NA,2494.7131
1517.62512908216,NA,2487.6638
1517.62651797558,NA,2483.1731
1517.62790686901,NA,2470.5801
1517.62929576244,NA,2489.4614
1517.63068465587,NA,2472.3882
1517.63207354953,NA,2484.3042
1517.63346244296,NA,2483.2939
1517.63485133638,NA,2485.2188
1517.63624022981,NA,2473.5852
1517.63762912347,NA,2506.0271
1517.6390180169,NA,2482.1746
1517.64040691033,NA,2499.9043
